",""text"""
"8135,""kenapa dihpq shopee gk bsa diinstal"""
"8136,"" fersikan nomor telepon gimana sih"""
"8137,""lumayan barang murah free ongkir terus no shopee"""
"8138,"" order dikit voucher diskon ongkir gada voucher diskon ongkir nya """
"8139,""bagus perbarui yang bagus lg"""
"8140,""bagusp"""
"8141,""manteebb"""
"8142,""mas shopee plylater ga saldo dah byar malas pake shopee"""
"8143,"" coba jualan"""
"8144,""masukan  shopee semoga menghandle pelaporan customer terkait penjual jujur foto sesuai produck """
"8145,""membantu menjadi pedagang"""
"8146,""memuaskan"""
"8147,"" main candy bubble app restart jadi nyawa terbuang sdh coba reinstall app ngefek"""
"8148,""moga diskon filter online shop yang jual produk palsu"""
"8149,"" perbaiki shopee game nya soal nya bermain shopee bubble sdh levl skor nya atas dapat bintang ulangi lgi skor yang bintang jdi gi mna masuk akal tidak please perbaiki shopee game nya """
"8150,""muantaap pokoknya"""
"8151,""muraaah"""
"8152,""tidak vape"""
"8153,""ntah yang pikiran kurir maen klik terima buyer aja sy terima tp sdh selesai perhatikan kurir pecat manusia tolol sy beli tidak uangnya tp emosi klo tipu sepertii t xr wp sy terima barang tp statusnya terima """
"8154,"" bru isi pulsa tpi tetep gk tulisan nya masalah ku ulang tpi tetep gk """
"8155,""payah shopee tidak berani nampung cod tuk pesanan nya """
"8156,""petipu mn udah donwload ko g pulsanya kupluk"""
"8157,""pilihanku jatuh shopee   mencari barang berkualitas harga bersahabat proses mudah fastrespons chat kejutan"""
"8158,""puas belanja aman terbaik shopee"""
"8159,""puas belanja lewat shopee puas harga murah """
"8160,""realpick kualitas terjangkau"""
"8161,""respon cepat pengiriman cepat recommended seler"""
"8162,"" baikkk"""
"8163,"" recomemded"""
"8164,""saran  daftar dikasih rekomendasi user yang digunakan soalnya daftar username diganti ganti tetep aja ndak tidak pakek spasi tetep ndak  dikasih rekomendasi user name biyar tidak salah mendaftar"""
"8165,"" baru download shopee gara hp hilang udah berhari hari belanja ga karena pas isi alamat tersedia kode pos desa jawa barat kab bogor kec ciampea tinggal pilih kode pos tersedia kode pos  diperbaiki """
"8166,"" beli cincin bahar"""
"8167,"" puas belanja shopee pelayannnya bagus csnya membantu ditanya pokokbya shopee rekomendasi """
"8168,"" shopee bagus order kali kenapa order barang info paket berubah hari  diperbaiki pihak shopee nya update pesanan barang  update ya pembeli tau """
"8169,"" puas belanja shopee """
"8170,""semoga aplikasinya tetap rekomended """
"8171,""semoga corona pergi bumi pertiwi """
"8172,"" oke beli barang jarang kecewa shopee kurang nya kadang aplikasinya lambat tp kadang yahh """
"8173,""senang berbelanja shopee mudah berbelanja mudah men tracking mudah memberi saran kritik penjual toko sukses shopee shopee ku percaya  shopeeng online """
"8174,""senang belanja shopee v ndak potongan ongkir klo ndak pake shopeepay"""
"8175,""seru """
"8176,"" update tidak shopee candy"""
"8177,""shopee oke punya """
"8178,""shopepay latter limitnya ga pernh telat bayar belanja shope akun platinum"""
"8179,"" upgrade uninstall install ulang shopayletter nya tetep tidak dipakai aplikasi lambat butut"""
"8180,""sukaaaaaaakkkk"""
"8181,""sukses terus belanja shopee aja """
"8182,""bagus ajalah"""
"8183,""bagus """
"8184,""baguslll pokoknyaaaaa"""
"8185,""manzul"""
"8186,"" bimbang"""
"8187,""membantu sih membantu dlm belanja karena lbh suka berbelanja shopee sekian byk punya aplikasi berbelanja online tp shopee update ngelag bgtt njaayy kliknya """
"8188,""memudahkan pembeli bagus """
"8189,""mengecewakan """
"8190,""mmtul"""
"8191,"" dibaca hati hati berbelanja melakukan pembatalan dana dipersulit pengembaliannya cukup yang menjadi korban petipuan alasan kendala awal bilangnya proses hari kedua hari ketiga lima hari kejelasan uang """
"8192,""mudah praktis"""
"8193,""murah"""
"8194,""ongkos kirim nya gila ni shoppe mahal mahal tai"""
"8195,""payah shoppee riwayat transaksi gw bagus gw ga dapet shoppeepaylater ya karena gw mampuh x ya gw kasih binta deh kalo gw dapet shoppeepaylater gw full kasih bintangnya """
"8196,""pokoknya langganan shopee"""
"8197,""puas"""
"8198,""puas belanja shopee"""
"8199,""respon penjual nya cepat"""
"8200,"" bagus"""
"8201,"" membantu"""
"8202,"" membantu beol"""
"8203,"" suka banget shope"""
"8204,"" suka sophee krn cod bagus lg kl lapak cod """
"8205,"" puas mengecewakan """
"8206,"" bagus aja """
"8207,""shopee memberikan kemudahan berbelanja menawarkan berbagai pilihan berbagai produk memberikan kepuasaan beragam selera pembeli """
"8208,""shopee paylater ditolak """
"8209,""shopee rasanya anjing banget open menu lambat mulu apl parah banget"""
"8210,""shopee sistem management nya bagus banget aman memuaskan"""
"8211,""shopepay later ga kembali belanja """
"8212,""tepat waktu"""
"8213,"" biar belanja keluar negri vietnam kalo terkabulkan kasi bintang """
"8214,""aman terpercaya"""
"8215,""aplikasi nya susah banget download ruangan memori muat aja"""
"8216,""aypbuka sopi """
"8217,""bagus promo terjamin uang nya """
"8218,""baik"""
"8219,""barang pesanan cancel dikirim tokonya """
"8220,""belanja d shopee siio deh"""
"8221,""belanja jadi mudah """
"8222,""belanja memuaskan shopee"""
"8223,"" """
"8224,""berguna banget"""
"8225,"" kredit """
"8226,""ciamiikkk """
"8227,""diupdate eror terus gimana nih"""
"8228,""eh shoppe bikin rumit aja anjg pake acara server eror kupecah pala bapak kau ha betol betol aja ko gk usah kreak kali ya nnti kubasahkan tulang kering kau ya"""
"8229,""fanza"""
"8230,""foto ga kelihatan sinyal full g ajink """
"8231,""harga terjangkau"""
"8232,""hp gb ram internal wifi on terus lambat banget sih aplikasinya aplikasi udh update baru checkout aja forceclose terus anjir """
"8233,"" kedua kalinya pertama tokopedia jadi berbeda nyaman belanja online terima kasih shoppe tokopedia"""
"8234,""jelek buntut tidak bagus bagusa lazada"""
"8235,""jlk bat """
"8236,"" jujur gunain shopee gk dpet gratis ongkir kalo pake shopeepay saldonya total plus ongkir gabisa dipake kalo kurang tambahan ongkir intinya sih memberi gratis ongkir biar hemat dkit """
"8237,""just love to shop in here"""
"8238,""kakak sya psan kamera harganya jt lbih tpi btalkan krena expedisi yang pilih tidak ad trus uang belum kmbli dri shopee"""
"8239,""kebanyakan iklan doang gratis ongkir mah syarat nya wkwk"""
"8240,""kecewa limite payletter hilang """
"8241,""kek ni shope ni dah brpa kali donlowad ntidak maw instal"""
"8242,"" penjual shopeee beli dikirim """
"8243,"" ya dowlad gx terus penyimpananku """
"8244,"" tidak download sihhhh """
"8245,""langganan terus"""
"8246,""lambat banget jaringannya g cek pesan cari barang lodingnya menit aja tau t t"""
"8247,"" kesini rame pengemasan penjual memuaskan barang mengecewakan"""
"8248,"" enak pakai aplikasi sihijau segi freong cashback """
"8249,"" kecewa shopee cari liquid vape aja tidak ditampilkan emang salah produk vape katanya shopee membantu seller buyer online shop biar mudah kalo namanya diskriminasi produk menghilangkan kenyamanan pengguna aplikasi semoga shop """
"8250,""bagus shopeepayleater"""
"8251,""bagus jiwa olshop yang  pake"""
"8252,""bagus pokoke"""
"8253,""bagus pokonya """
"8254,""bagus """
"8255,""masak baru hari kemaren update minta update sih pdahal ak make shopee yaa shopee saua jdo lambat yaaa baru isi paket data lambat loadingnya """
"8256,""mempermudah berbelanja"""
"8257,""memudahkan konsumen  berbelanja terimakasih"""
"8258,""mengecewakan email cs shopee transfer saldo shopee pay masuk disuruh memenunggu x jam kenyataannya x jam saldo tetap masuk laporan transaksi rekening sukses """
"8259,""menyebabkan device fps drop"""
"8260,""mudah terpecaya"""
"8261,""ntidak jelas beut sih shopee udah berulang kali ntidak unduh kesal bangettt shopee"""
"8262,""ntap"""
"8263,""pelanggan"""
"8264,""pertama belanja sophee puas banget"""
"8265,""recomen"""
"8266,""s mua kebutuhan shoopee"""
"8267,"" buruk"""
"8268,"" membantu bermanfaat"""
"8269,"" senang pakai shopee tp krn baru pakai beri bintang yaa"""
"8270,"" berbelanja shopee barang kirim sesuai dapar voucher gratis ongkir semoga depannya penawaran menarik memberikan kepuasan customernya """
"8271,""shoope update kenapa foto nya g muncul menyesal updateeee"""
"8272,"" shopee goblok reset pin shopee persuliiit anjing babiiiiii fuvk share dislike report to google """
"8273,""shopee kali lambat aplikasinya hp lumayan bagus aplikasinya yang lola teman bilang  diperbaiki"""
"8274,""shopee waktu pengemasan pengiriman barang pengembalian uang klo batal seminggu kendala klo ga kendala hari nyampenya"""
"8275,""berat bener aplikasi nya bujan sinyal sistem nya berat shope"""
"8276,""cukup puas """
"8277,""dibanned mulu """
"8278,""donload nya benget """
"8279,""enak belanja bnyak gratis ongkir harga miring dll"""
"8280,""ga download kaka """
"8281,""gajelas masa  jualan posting barang suruh masukin nomor telepon ga udah pake nomor yang beda"""
"8282,""bagus job"""
"8283,""hampang belanja"""
"8284,""harga jelas tracking barang mudah penjual responsif lupa transfer dg satu kali klik pesan ulang barang yang """
"8285,""hore """
"8286,""jooos"""
"8287,""kalo shoppe cod tidak bayar rumahh"""
"8288,""katanya cod pesan ngga cod produk yang cod """
"8289,""bagus membabtu mager dirumahsaja """
"8290,"" punya ga shopeepay later ya min """
"8291,"" bagus terpercaya drpd toko """
"8292,""maaf gimana yah"""
"8293,""maaf ka kenapaa ksih bintang soalnya susah lan cari barang trus pencet pencarian ko kembali terus menerus ya """
"8294,"" hari kq mkin lemmot pdhl sy nnton yt lncar bgt ps mo buka shopee lemoott pdhal cek barang udh smpe mna kcewa euy """
"8295,""bagus betul"""
"8296,""bagusbbb"""
"8297,""bagus """
"8298,""bagus pokow"""
"8299,""bagus shoppepaylater acc cm bbrp detik wkwkw bikin kalap belanja aja cekout """
"8300,""baguspp"""
"8301,""bagus banyakin voucher gratis ongkir min """
"8302,""bagus """
"8303,""baguslll"""
"8304,""membantu sx"""
"8305,""memuaskan diskon """
"8306,""memudahkan"""
"8307,"" masuk aplikasi shopee memenunggu """
"8308,""mengecewakan d bayar awal limit d turunkan shope paylater mending ga usah aja ga jelas """
"8309,""mudah gunakan"""
"8310,""ngadain undian suru undang temen  ude dapet kuponnya pas waktu nya menghilang g aja gajelas dasar"""
"8311,""okokok"""
"8312,""ongkir shopee bersahabat didaerah dikabupaten mahal  shopee  biaya ongkir daerah kabupaten mahal """
"8313,""ongkirny sudh tidak sesuai beli kilo rb hrga barang rb  diperbaiki"""
"8314,""parah belanja ga dapet cashbak free ongkir rb bikin kapok orang belanja"""
"8315,""pelayana oke"""
"8316,""pelayanan buruk masa iya penarikan dana shope pay tahan menunggu x jam narik rb rekening tahan kali ribu tahan woi uang beli beras """
"8317,""pengalaman pertama belanja si shopee tanggal lewat batas garansi perpanjangan tanggal gila emang menunggu ga tau nyampenya sebenernya batas estimasi sampe tanggal terus perpanjang sampe terakhir tanggal sampe nyape ga """
"8318,""pengiriman cepat produk berkuslitas bagus"""
"8319,""pertama belanja si shopee langsumg kecewa no resi barang kirim kemas penjual hari ga kejelasan pelapak chet jawab cek"""
"8320,""puas kalo belanja gaada ongkir"""
"8321,"" baik"""
"8322,"" membantu """
"8323,"" rumit banget daftar masuk susah lelahk deh sy buang ni aplikasi"""
"8324,"" beli cream shopee pas nyampe ternyata barangnya isinya dikit dipencet kayak yang kosong kayak dikasih bekas pake g pas kasih ulasan bintang toko nya tidak sih shopee kerjasama kah penjual pas kasih bintang ulasan tidak post ulasan lengkap"""
"8325,"" kasih bintang ya soal nya baru pasang akun shopee """
"8326,"" pengguna baru aplikasi mga diterima gabung """
"8327,"" punya shopee paylater punya tagihan ktp teraktivasi kenapa akun pake belanja keterangan akun menyalahi ketentuan ataw terlambat bayar paylayer nanya chatt cs menjelaskan kenapa ss tampak akun ulasan lengkap"""
"8328,"" vertifikasi ktp akun shopee pay katidak udah bener lu nya apasih bangke"""
"8329,""ng pnp klx tpi tidak pass"""
"8330,""sejauh kendala shopee pay latter pesan bayar thx u shopee"""
"8331,"" pakai shoope hehe """
"8332,"" memakai shopee bagus belum kendala """
"8333,""senang belanja shoopee"""
"8334,""sesuai yang dimau terimakasih"""
"8335,"" d perbarui aplikasi shope trus kalo buka aplikasi langsung keluar nya ulang tetep aja pesanan"""
"8336,""shope kurang profesional tanganin komplainan alias memihak sebelah pihak pembeli kirim video jelas unboxing setujui video memihak pembeli lihat video unboxing sebelum buka market place kurang profesional buka bantuan nya kurang profe """
"8337,""shopee bagus shopeepaylater jadi belanja mudah tidak kecewa beli barang barang shopee """
"8338,""shopee is the best"""
"8339,""shopee kurang sopan kasar rasa bangsa indonesia budayakan ttp beretika sasi mmg covid ya mendukung pemerintah  melakukan berbagai kebijakan bawah masalah mahkamah agung rasa kebanyakan masyarakat """
"8340,""shopee  penjelasannya ga paham kata nya gratis ongkir indonesia bayar ongkir mahal mahal yah"""
"8341,""shopeenya eror gimana ya pas dibuka keluar  """
"8342,""shoppe """
"8343,"" sok sok an ngadain lelang emas pas gw udah menang alesan mulu katanya memenangkan satu babak emg rulesnya jari tercepat menang anjc takut rugi bilang shopee wkwkwk """
"8344,""suka"""
"8345,""suka pake shopeepaylater cuman kadang prosesnya krn sinyal hrus kuat """
"8346,""taik katanya free ongkir belanja min brapa misal ttep aja bayar ongkir ngk masuk akal menyesall"""
"8347,""terimakasih memudahkan belanja keluar rumah"""
"8348,""terrrrrrbaikkkkkkkkkk """
"8349,""thank you"""
"8350,""tiba shopeepay later dikurangi"""
"8351,"" ditambahkan pembayaran menggunakan kantor pos soalnya deket kantor pos alfa indo atm"""
"8352,"" ya toko butikkado ngotak """
"8353,""tracking barang jelas barang nyampe sesuai ekspektasi kena tipu seller kampret"""
"8354,""jaga kualitasnya yaaa sukses """
"8355,""jelek susah daftar a berulang masukan kode kode a gk kirim kirim """
"8356,""jos"""
"8357,""kadang aplikasinya bug loadingx """
"8358,""kecewa """
"8359,""kecewa udah bayar transfer pesanannya gagal pengembalian dana a rumit"""
"8360,"" shopee paylater kurangi drastis jt menjadi tidak bayar telat parah bgt """
"8361,"" shopee tidak instal """
"8362,""kenapa skrang kl produk yang sukai keluar yq yang keluar"""
"8363,"" ga ngambil gratis ongkir pengguna baru ya """
"8364,"" cod ya memberi nomor verifikasi ydi bilang nomor telepon terdaftar kek sih anjing nih apl update tambah jelek menyesal """
"8365,""koq shopeepay nya tidak dipake  donk diperbaikiiii"""
"8366,"" aman terpercaya beli shopee dibanding tokopedia barang dibilang barang sold out ya dibilang sold out shopee emang no php bagus """
"8367,""lambat  loading nya"""
"8368,""maaf kurangi bug yang perbaiki dr gagal mengganti nomor telepon filter pencarian eror  perbaiki terimakasih """
"8369,""makasih shopee"""
"8370,"" kesini nih aplikasi rumit tidak bener agen csnya oon udh jelasin panjang lebar katidak paham paham buang buang waktu aplikasi direkomendasikan"""
"8371,""bagusb bangettzzz"""
"8372,""bagus terkdang suka kesal kalo pengiriman """
"8373,""bagus poko nya"""
"8374,""bagusl"""
"8375,""membantu bangeeet  belanjaa milih beragam store produk sesuai yang diinginkan tpi kadang aplikasinya suka erroor mgkn banyakan tools kali yaa jadi kadang ganggu kenyamanan tpi kesaluruhan okeey mmbantu bangeeet"""
"8376,""mudah berbelanja"""
"8377,""ngelag """
"8378,""ni aplikasi butuh ruang sih hah masa instal ngehapus aplikasi dihape sumpah kesal mending pindah bagused v gsaisvsyfiwbsfskfoqnwvsydoabackaiafiavskabstsywowbdwifwkabscskagaifwowbsfqogwieteoibrskgsowbdjsjs"""
"8379,""online shop andalan nih tingkatkan kwalitas lgi ya shopee harga klo bsa dibawah online shope nya """
"8380,""pengantran nya cepat """
"8381,""plis balikin sistem gratis ongkir ky shopee shopee kasih gratis ongkir otomatis klaim voucher gratis ongkir asal belanjaan up rb up rb up rb """
"8382,""puaa"""
"8383,""puas belanja shopee harganya terjangkau barang realpict"""
"8384,"" buruk ga melakukan pembayaran pake shopepay kecewa"""
"8385,"" memuaskan """
"8386,""satu satunya olshop tempat belanja  tahun terakhir gratis ongkir lengkaaap toserba dah belakangan loading lamaaaa ditingkatkan aplikasinya mudah thanks """
"8387,"" pesan barang barang nya banget datang nya hari datang katanya si penjual barang tahan kurir nya minta  perbaiki ya """
"8388,"" kesal melakukan transfer saldo shoppe langsung terisi bagus up saldo bertambah keteranganya transfer cara uang kembali """
"8389,"" setia shopee kecewa sih ongkir mahallll"""
"8390,"" suka promo promo diberikan shopee voucher diskon tawaran menggiurkan verifikasi shopeepay aja sulitnya mencari jarum jerami ktp diajukan dianggap rusak aplikasi """
"8391,"" suka dgn aplikasi shopee barangnya bagus pengembalian dananya cepat aplikasinya mudah tidak aplikasi yang apilkasi yang lumayan rumit belanja shopee loh """
"8392,""sejauh shopee msh yang nmr blnja online karena dapat voucher gratis ongkir dipengiriman suka aga tersendat tp slebihny ok smoga bsa lbih baik lg dlm proses pngiriman barang """
"8393,"" belanja biar dapat gratis ongkir pdhl tdnya belanja k aja udh dapet gratis ongkir shopee pelit rumit menyesal update voucher gada yang dipake plis beri kenyamanan pengguna drpd nnti pd pindah aplikasi belanja tokopedia lazada dll"""
"8394,"" voucher gratis ongkir jdi diskon ongkir wkkw trs jga produk  kalo kaya ya """
"8395,"" puas belanja lewat shopee"""
"8396,"" mudah twrjangkau shopee diskon yaaa """
"8397,""senang belanja pake shopee"""
"8398,""sgt membantu terutama dlm mencari barang yang susah cari d daerah ditambah lg dgn berbgai promo menarik """
"8399,""shopee cek tagihan blank putihhh mulu giliran gk dibayar tau tau udah kena denda cek tagihan biar gk kena denda dasar banget sih shopee sekrg ngeselin"""
"8400,""shopee tanam nya ga dipencet apapun """
"8401,""sip bagus"""
"8402,""sistem e lambat"""
"8403,""suka bnget pke shopee jd mudah"""
"8404,""susah login """
"8405,""tempat belanja online yang komplit"""
"8406,""terimakasih berguna"""
"8407,""tingkatkan web nya biar ringan kl dibuka"""
"8408,"" sistem nya perbaiki bos penjual shopee kesusahan karena chat nya jadi chat nya nggk kebukak lihat penggiriman kode susah nya mintak ampun ngadat banget nie sistem nya  perbaiki cuman bikin promo aja bo """
"8409,""trima kasih pengirimn cepat"""
"8410,""uda blnja  dapat free ongkir lbh jarang"""
"8411,""udah dicancel tp uang ga balik """
"8412,""udah belanja shopee akun udah ga shopee payleternya pdhl umur min th udh th udh punya ktp"""
"8413,""versi terbaru lacak pesanan bangkee"""
"8414,""very bagus"""
"8415,"" mencintaimu mencintai mantanku """
"8416,"" benar shoope mengadakan grand prize"""
"8417,""bagus banget"""
"8418,""baik """
"8419,"" diskon voucher jadinya amazing"""
"8420,""baru dowload jdi gtw kek gmna aplikasi nya"""
"8421,""belanja mudah"""
"8422,""beli rp ya tulisannya maaf tidak melebihi batas maks pdahal koin shoppe ku bnyak belum dapet voucher """
"8423,""benar ga sih dwonlod shoppe juta """
"8424,""berjuang hidup"""
"8425,""bintang aja ntar kalo udah hadian baru tambahin """
"8426,""bintang kalo akunku udah shopeepaylatter"""
"8427,"" diskon"""
"8428,"" shopee belanja jadi irit praktis mksh shopee"""
"8429,""game bubble nya membodohin ya menunggu paket dateng kayak nya hapus bodohin"""
"8430,""gampang senang berbelanja shopee"""
"8431,""bagus promo nya cod yaa biar mudah pembayaran nya"""
"8432,""bagus online shop provider """
"8433,""bagus sih promo nya udah ga gila an """
"8434,"" pengguna shopee limit shopepaylater tidak balik maret sampek oktober kecewa """
"8435,""hallo shopee free ongkir sy non aktifkan ya sy belanja shoppee kecewa banget seperti anak tirikan please donk normalkan kembali jangan seperti maaf kak sy gk faham mksdnya gmn ya """
"8436,""jelek"""
"8437,"" shoope mudah nya penyalah gunaan data penting member nomor telfon contoh nya tiba yang telfon iming hadiah akun terblokir merugikan pengguna komplain nya lambat kesalahan data jatuh tangan petipu"""
"8438,"" terjadi masalah ya menggunakan shopeepay bagus up membayar produk ikut shopee serba sepuluh ribu jadi memenangkan """
"8439,""kren"""
"8440,"" susah aja belanja punya voucher gratis ongkir xtra tpi pakai siang ny pas pesan udh ga minta bantuan dri agen shopee puter suruh update udh kali update ga update ngabisin paket pusing aj belanja ta ulasan lengkap"""
"8441,""lancar"""
"8442,""lancar jaya"""
"8443,""lola penjual yang amanah"""
"8444,""lumayan"""
"8445,""lumayan baik"""
"8446,""maaf sehabis update versi terbaru produk jualan tiba berubah status kirim ya proses pengiriman jadi melacak status pesanan ya  diperbaiki   developernya kalo app nya bug po """
"8447,""main shopee game cuman ngabisin kuota doang game bubble parah lambat yang keluar bubblenya bola mati mulu shopee link parah curang baru klik udah kalah """
"8448,"" buruk ni app gw pake aplikasi shopeeng lancar aja make yang gangn terus katanya signal kurang kuat pas tes mbps kurang kuat fix """
"8449,"" promony tidak klaim katanya pengguna bru dapet pulsa listrik k tp nggk """
"8450,""bagus tempat online nie codnya jadi bagus semoga menguntungkan ya aminn"""
"8451,""baguspp"""
"8452,""sejauh jadi aplikasi andalan kebutuhan belanja"""
"8453,"" belanja online d shopee pengiriman baik """
"8454,"" lag terus keluar """
"8455,"" kali belanja shopee memuasakan"""
"8456,""shopee php sih memberi voucher atas pengembalian dana kejelasan lanjut mimin seakan menghindari """
"8457,""siap lengkap bagus kelas kakap """
"8458,""sistem mengalami gangn  d perbaiki butuh login akun fb pesanan memenunggu"""
"8459,"""""
"8460,"" ngerti rumit"""
"8461,""terbaik"""
"8462,""terpercaya"""
"8463,""thaks shopee"""
"8464,"" pihak shopee gimana tidak solusinya masalah petipuan mengatasnamakan shopee berhadiah nomor nomornya aktif ditindak tidak tuh gimana keamanan pengguna shopee bocor """
"8465,""  sih oke ya merasa diuntungkan mulai cashback sampe fr cod pribadi jujur banget udah nyaman  kurangin updateannya aing tidak punya kuota abis up shopee doang """
"8466,""very bagus"""
"8467,""yo edan """
"8468,""aplikasi kntl ngajuin pengembalian barang udh anterin pulang uang belum kembali anjinglah"""
"8469,""aplikasi terbaik"""
"8470,""aplikasi bagus bagus """
"8471,""aplikasinya berat  hp kentang """
"8472,""awalnya sih nyaman aja belanja eh kemaren gabisa dibuka ya tulisannya shopee terus berhenti"""
"8473,""bagus memuaskan"""
"8474,""bagussssss"""
"8475,""bahan jahitan rapi terima kasih md supply bandung terima kasih shopee """
"8476,""baik"""
"8477,""baik cmn load ny kdng koneksiny g bermasalah"""
"8478,""balanja puas sesuai pesanan pengiriman cepat"""
"8479,""baru coba"""
"8480,""belanja aman nyaman"""
"8481,""belanja online """
"8482,"""""
"8483,""bintang lh donload x instal ny"""
"8484,""brp"""
"8485,""coba bayar tempat psti lbih bagus """
"8486,""cukup"""
"8487,""da best"""
"8488,""denger denger niiih mulai bulan belanja shopee bakal kena pajak ppn waaahhh ongkir potongannya k k k terus dikenakan pajak terima kasih shopee atas pengabdian mu ntar pas berlaku ppn bakal jarang ga belanja shopee"""
"8489,"" fb ex en ni nnjnnnn nng mmnm iki mne bbm nya ‰ mi uuuuus lu ga bb da n n c zzzzzzzz o okong koloni"""
"8490,"" update mentok pas buka tanam siap uninstal kl ky gini trus"""
"8491,""bagus bangeet """
"8492,""bagus bangett deh"""
"8493,""bagusd"""
"8494,""iklan terossssssssssssssssss"""
"8495,""jadii luvv"""
"8496,""jempol"""
"8497,""kecewa banget order pulsa gk masuk no tpi masuk nmr yng berbeda sn order hati hati order pulsa pembayaran kredit nya pakai shopeepay vocer casback nya nya lunas hilang ntah kmna minta pengembalian tidak """
"8498,"" akun tidak log in masuk choki sarannya hubungi agen shopee langsung kalo akun aja masuk gimana hubungi agen """
"8499,""bagus belanja shopee"""
"8500,""kenapa gk belanja"""
"8501,""kntl"""
"8502,"" barang pesan dateng ya udah minggu"""
"8503,"" nyampe nya"""
"8504,""login nya susah """
"8505,""maaf dikasih bintan karena shopee diupdate terusss"""
"8506,""maaf ganti bintang gratis ongkir dipakai"""
"8507,""maaf  pihak shopee jadi pesanan terus suruh verifikasi nomor telepon alhasil vertifikasi kasih kode nya gimana ya """
"8508,"" jelek update masak ngecek status barang yang kirim tidak terus upload barang jualan periksa udah kena potongan jualan persulit """
"8509,"" susah aplikasi yang ter update seharus nya mutakhir menyusahi pelanggan ganti no hp aja mesti menunggu verifikasi jam jadi yang belanja pakai shopee pay persulit promo gratis ongkir terbuang satu pengembalian dana """
"8510,""mantaap"""
"8511,""bagusbb"""
"8512,""bagus bagus cepat aman"""
"8513,""bagus memuaskan"""
"8514,""bagusp untung nya"""
"8515,""mantep"""
"8516,""baguslssss"""
"8517,"" refund transfer no rek susah banget ga kayak tokopedia langsung udah update aplikasi chat ngikutin instruksi ga mo dikekepin tuh uang orang hah """
"8518,""mempermudah belanja terpercaya hnya promo kebanyakan shopee pay atw latter banyakin cod deh ya """
"8519,"" maaf min sebesar besarnya berikan satu bintang kecewa jasa pengiriman shopee standar sameday minggu pengiriman jasa pengiriman sameday standard expert telat cepat pembelian produk s ulasan lengkap"""
"8520,""mudah mencari barang dibeli kedepannya diperbanyak official store customer yakin  membeli barang shopee  diamati star seller menjual produk original """
"8521,""murah meriah gratis ongkir"""
"8522,""nih ane tambahin bintangnya"""
"8523,""nyaman aman munurut percaya """
"8524,""ongkir mahal"""
"8525,""ongkir nya mahal luar jawa gk kaya lazada gratis ongkir hari """
"8526,"" asik blnja shopee cod dapat voucher grts ongkir dll"""
"8527,""pas diklik tombol beli error terus"""
"8528,""pas pertama pakai semangat bgt lihat barang murah eeeee pas pakai gratis ongkir g tau kesal bgt kira beneran gratis kenyataan nya potong rbu nama nya gratis ya gratis seharus nya diganti voucher potongan harga ongkir vopo """
"8529,"" pengalaman perna hidup senang tidak tau orang yang puya rumah sediri tidak ngontrak hidup jalani iklas sabar bersukur kasih kesehatan alhamdulilla """
"8530,""refund berbelit menyusahkan konsumen """
"8531,"" membantu"""
"8532,"" membantu gratis ongkir"""
"8533,"" puas belanja shopee cepat n aman barang nx sampe """
"8534,"" sukaaa"""
"8535,"" telepon katanya pihak shopee juta ya percaya aja trus isi saldo katanya prosedur nya isi rb trus isi tidak dapet tiba saldo shope pay hilang makasih shope ya sial mulu  jawab pihak shopee"""
"8536,"" kasih bintang ongkir mahal shopee terus  donk barang dijual shopee dikirim lewat pos indonesia soalnya tinggal jauh dr kota """
"8537,"" kasih bintang satu saran shopee pengiriman pesanan order percepat pengirimannya memakan waktu berhari hari contoh pesan dri tanggal september xx proses kemas toko tanggal satu y pelanggan menikmati ber ulasan lengkap"""
"8538,"" ksih bintang dlu ya karena baru nyoba"""
"8539,"" tanya emang shopee uang jt g sms pesan nya g ya petipuan gimana """
"8540,"" memesan barang barang problem diurus memberikam feedback yang baik sumpah allah menerima pesanan rugi rb uang hangus barang astagfirullah parah banget jadi pesan say ulasan lengkap"""
"8541,"" pesan hp massa isinya batubata untung kurirnya d cek coba amsyong lahh  barangnya suka sesuai jangan salahkan kurir guys tokohnya yang bikin pembeli kesal perbarui  alamat penjual shopee """
"8542,"" rekomendasi  chatnya semoga bikin kayak read tanda biar tau penjualnya baca kalo costumer tau kalo tanda """
"8543,"" suka aplikasi """
"8544,"" bagus  kemudahan pembeli baru mengalami pembelian timbangan bb digital berbahan kaca barang keadaannya pecah perkebing berbentuk timbangan sangking pecah  plastik bublenya robek pecahannya kemana pa """
"8545,""seru menyenangkan"""
"8546,""shope standar expres hari sabtu tgl sy beli barang toko yang berbeda barang pengiriman j t barang datang hari sabtu tgl barang pengiriman shope standar expres tgl datang barangnya"""
"8547,""shope terbaik """
"8548,""shopee trrbaik """
"8549,""shoppe bagus ng pengiriman luar negeri perbaharui statusny cancel sellerny pesan tggl tgl belum input dikirim sellerny dikirim"""
"8550,""suka banget koin sm gratis ongkir tingkatkan trs shopee"""
"8551,""suka bngt belanja """
"8552,""suka suka suka belanja fleksibel dimana jadi pengen belanja terus sih efeknya """
"8553,""syuka pake shope belanja jadi gampang aman skrang shopepaylater belanja bayar ny nyicil x alhmdulillah membantu """
"8554,""tes lw bner asli q belanja trus sopi"""
"8555,""tiga ya bintang nya soalnyo baru nyoba """
